Channel_group,course,lead_id,Lead_type,lead_date,graduation_year,amount_paid,paid_at
D,Python,"1,38,751",ABC,18-05-2024 13:15,2001,,
A,Python,"1,38,824",ABC,21-05-2024 00:21,2022,,
A,Python,"1,38,916",ABC,25-05-2024 07:32,2016,,
A,SEO,"1,38,920",ABC,24-05-2024 05:53,2021,,
A,Python,"1,38,969",ABC,21-05-2024 00:23,2030,,
A,Python,"1,38,984",ABC,03-05-2024 02:34,2022,,
A,Python,"1,39,003",ABC,18-05-2024 05:24,2010,,
G,SEO,"1,39,016",ABC,05-05-2024 11:00,2000,,
B,Python,"41,77,843",EFG,15-05-2024 14:02,2023,32149,31-05-2024 14:02
M,Python,"1,39,134",EFG,23-05-2024 13:22,2027,,
F,Python,"1,39,166",EFG,02-05-2024 08:22,2012,,
F,Python,"1,39,169",EFG,05-05-2024 02:05,2029,,
D,Python,"1,38,924",ABC,21-05-2024 05:39,2004,32149,28-05-2024 05:39
A,Google Analytics,"1,39,077",ABC,30-05-2024 18:05,2004,,
A,Python,"1,38,763",ABC,29-05-2024 08:02,2007,,
M,Google Analytics,"1,38,770",EFG,13-05-2024 07:27,2000,,
A,Python,"1,38,859",ABC,08-05-2024 23:44,2003,,
C,Python,"1,39,084",ABC,01-05-2024 16:34,2018,,
F,Python,"1,38,959",EFG,20-05-2024 04:01,2010,,
M,Python,"1,38,995",EFG,11-05-2024 17:44,2030,,
C,Python,"1,39,049",ABC,31-05-2024 20:35,2022,,
A,Google Analytics,"1,39,109",ABC,15-05-2024 11:57,2006,,
A,Google Analytics,"41,76,582",EFG,30-05-2024 16:01,2006,,
A,SEO,"1,38,216",ABC,06-05-2024 18:43,2003,,
A,Python,"1,38,214",ABC,08-05-2024 01:11,2011,,
D,Google Analytics,"1,38,239",ABC,25-05-2024 23:13,2030,,
D,SEO,"1,38,232",ABC,24-05-2024 01:33,2000,,
D,SEO,"1,38,257",ABC,16-05-2024 21:19,2007,,
A,Python,"41,72,850",EFG,29-05-2024 23:21,2020,,
D,Google Analytics,"1,38,421",ABC,21-05-2024 13:38,2023,,
F,Python,"1,38,440",EFG,28-05-2024 16:53,2023,,
M,Google Analytics,"1,38,444",EFG,12-05-2024 09:25,2017,,
G,Python,"1,38,471",ABC,19-05-2024 20:52,2004,,
A,Python,"1,38,487",ABC,09-05-2024 02:32,2015,,
E,Python,"1,38,505",ABC,30-05-2024 03:51,2029,,
E,Python,"1,38,532",ABC,19-05-2024 07:12,2004,,
D,Python,"1,38,561",ABC,02-05-2024 17:46,2004,,
A,SEO,"1,38,340",ABC,04-05-2024 18:40,2009,,
M,Google Analytics,"1,38,364",LMN,09-05-2024 16:38,2030,,
A,Python,"1,38,398",ABC,14-05-2024 20:46,2012,,
A,Python,"1,38,400",ABC,30-05-2024 16:41,2021,,
A,Python,"1,38,438",ABC,24-05-2024 23:45,2008,,
A,SEO,"1,38,486",ABC,06-05-2024 19:15,2000,34265,12-05-2024 19:15
A,Python,"41,76,954",XYZ,18-05-2024 18:21,2025,,
A,Python,"1,38,422",ABC,26-05-2024 00:16,2022,,
A,Python,"1,38,428",ABC,29-05-2024 20:11,2003,,
A,SEO,"1,38,442",ABC,31-05-2024 05:43,2021,,
A,Python,"1,38,477",ABC,29-05-2024 00:25,2009,,
A,Python,"1,38,491",ABC,20-05-2024 10:38,2018,,
G,Python,"41,75,819",EFG,30-05-2024 06:52,2023,,
A,Google Analytics,"41,77,114",EFG,19-05-2024 09:27,2012,,
A,Google Analytics,"41,77,151",EFG,12-05-2024 05:20,2014,,
A,Google Analytics,"1,38,527",ABC,24-05-2024 12:26,2009,,
A,Google Analytics,"1,38,536",ABC,19-05-2024 17:18,2001,,
A,Python,"1,38,598",ABC,22-05-2024 08:07,2001,,
A,Python,"1,35,627",ABC,23-05-2024 09:08,2029,,
F,Python,"1,35,470",EFG,13-05-2024 18:05,2007,,
M,Google Analytics,"1,35,572",EFG,07-05-2024 09:58,2003,,
A,Python,"1,35,609",ABC,12-05-2024 01:51,2002,,
F,Python,"1,35,361",EFG,31-05-2024 13:52,2022,,
F,Python,"1,35,606",EFG,27-05-2024 22:49,2027,,
F,Python,"1,33,407",EFG,14-05-2024 15:23,2002,,
A,SEO,"1,33,427",ABC,22-05-2024 16:17,2021,,
F,Python,"1,33,631",EFG,18-05-2024 08:36,2029,,
E,Python,"1,33,637",ABC,13-05-2024 19:14,2000,,
F,Python,"1,32,682",EFG,24-05-2024 03:16,2027,,
A,SEO,"41,47,666",XYZ,26-05-2024 14:26,2009,34265,31-05-2024 14:26
A,Python,"1,32,945",ABC,15-05-2024 03:18,2000,,
M,Python,"1,33,101",EFG,11-05-2024 17:47,2029,,
H,Google Analytics,"1,32,998",ABC,13-05-2024 19:11,2003,,
M,Python,"1,33,025",EFG,03-05-2024 10:28,2014,,
M,Python,"1,33,106",EFG,27-05-2024 21:29,2005,,
E,Python,"1,33,177",ABC,05-05-2024 13:54,2023,,
M,Python,"1,33,191",LMN,31-05-2024 21:10,2016,,
A,Python,"1,33,212",ABC,18-05-2024 14:09,2022,,
A,Python,"1,29,970",ABC,28-05-2024 04:04,2026,,
D,Python,"1,30,106",ABC,17-05-2024 10:43,2017,,
M,Python,"1,31,956",LMN,09-05-2024 07:42,2014,,
A,SEO,"1,32,158",ABC,30-05-2024 18:29,2014,,
M,Python,"1,36,019",EFG,23-05-2024 11:48,2019,,
A,Python,"1,36,113",ABC,02-05-2024 02:37,2003,,
A,Google Analytics,"1,35,851",ABC,24-05-2024 11:56,2002,,
H,Google Analytics,"41,65,581",XYZ,18-05-2024 16:05,2021,,
A,SEO,"41,65,361",XYZ,21-05-2024 03:48,2005,,
A,Google Analytics,"1,35,788",ABC,27-05-2024 08:46,2006,,
M,Google Analytics,"1,37,276",EFG,23-05-2024 22:58,2014,,
A,Python,"1,37,457",ABC,24-05-2024 15:25,2015,,
M,Python,"1,37,728",LMN,21-05-2024 03:45,2000,,
A,Google Analytics,"1,37,452",ABC,17-05-2024 21:36,2018,,
F,Python,"1,37,556",EFG,14-05-2024 20:23,2001,,
F,Python,"1,37,688",EFG,09-05-2024 08:13,2025,,
M,Python,"1,37,380",EFG,23-05-2024 04:27,2027,,
D,Python,"1,37,382",ABC,15-05-2024 18:11,2008,,
M,Python,"1,37,386",LMN,12-05-2024 16:46,2028,,
A,SEO,"1,37,458",ABC,27-05-2024 05:18,2009,,
M,Google Analytics,"1,37,466",EFG,14-05-2024 03:02,2003,,
D,Python,"1,37,603",ABC,13-05-2024 03:33,2006,32149,15-05-2024 03:33
H,Python,"41,46,810",XYZ,25-05-2024 12:47,2020,,
E,Python,"41,68,830",EFG,19-05-2024 00:38,2016,,
C,Python,"1,34,899",ABC,17-05-2024 09:42,2002,,
D,Python,"1,35,044",ABC,29-05-2024 14:33,2012,,
A,Python,"1,35,130",ABC,16-05-2024 11:46,2019,,
A,Python,"1,35,205",ABC,04-05-2024 11:02,2011,,
F,Python,"1,35,241",EFG,05-05-2024 09:33,2030,,
H,Google Analytics,"1,34,378",ABC,15-05-2024 20:58,2024,,
A,Google Analytics,"1,30,209",ABC,13-05-2024 07:15,2025,,
E,Python,"1,30,148",ABC,10-05-2024 14:32,2005,,
C,SEO,"41,38,556",EFG,28-05-2024 14:30,2020,,
M,Python,"1,30,147",EFG,07-05-2024 17:42,2024,,
A,Python,"1,28,535",ABC,12-05-2024 04:46,2025,,
A,SEO,"1,31,360",ABC,15-05-2024 22:09,2016,,
D,Python,"1,31,480",ABC,13-05-2024 19:06,2027,,
A,Python,"1,31,552",ABC,18-05-2024 03:46,2029,,
A,Python,"1,31,658",ABC,26-05-2024 17:20,2023,,
E,Python,"1,31,725",ABC,28-05-2024 10:23,2002,,
D,Python,"1,31,369",ABC,15-05-2024 11:55,2012,,
H,Python,"1,31,518",ABC,15-05-2024 21:17,2005,,
C,Google Analytics,"1,31,741",ABC,08-05-2024 04:48,2027,,
F,Python,"1,31,069",EFG,27-05-2024 06:37,2000,,
D,Python,"1,31,139",ABC,10-05-2024 09:25,2005,,
F,Python,"1,31,297",EFG,10-05-2024 14:18,2020,,
M,Google Analytics,"1,31,013",LMN,12-05-2024 07:09,2027,,
A,Python,"1,31,122",ABC,29-05-2024 22:53,2004,,
F,Python,"1,31,248",EFG,12-05-2024 14:33,2027,,
H,Python,"1,30,955",ABC,14-05-2024 10:34,2010,32149,22-05-2024 10:34
A,Python,"1,31,034",ABC,24-05-2024 10:33,2029,,
E,SEO,"1,31,250",ABC,12-05-2024 03:57,2013,,
D,Google Analytics,"1,30,687",ABC,14-05-2024 16:08,2015,,
D,Google Analytics,"1,30,712",ABC,30-05-2024 04:01,2018,,
C,Google Analytics,"1,30,747",ABC,11-05-2024 17:49,2003,,
A,SEO,"1,30,476",ABC,05-05-2024 18:58,2001,,
D,Google Analytics,"1,30,610",ABC,13-05-2024 18:09,2019,,
F,Python,"1,30,650",EFG,03-05-2024 13:24,2021,,
D,Google Analytics,"1,30,828",ABC,20-05-2024 19:23,2023,,
F,Python,"1,32,351",EFG,25-05-2024 18:39,2009,,
A,Python,"1,32,380",ABC,26-05-2024 10:26,2015,,
M,Google Analytics,"1,32,440",LMN,03-05-2024 03:56,2023,,
A,Google Analytics,"1,36,696",ABC,26-05-2024 06:54,2000,,
D,Google Analytics,"1,36,707",ABC,10-05-2024 16:13,2016,,
F,Python,"1,36,723",EFG,03-05-2024 11:33,2003,,
A,Python,"1,34,135",ABC,04-05-2024 10:52,2026,,
F,Python,"1,34,204",EFG,31-05-2024 11:37,2008,,
M,Python,"1,33,806",EFG,22-05-2024 18:58,2005,,
C,Python,"1,33,842",ABC,12-05-2024 05:24,2020,,
A,Google Analytics,"1,33,883",ABC,01-05-2024 06:51,2012,,
A,Python,"1,40,149",ABC,11-05-2024 12:40,2022,,
A,Python,"1,40,135",ABC,09-05-2024 15:50,2009,,
D,Python,"1,40,159",ABC,01-05-2024 23:22,2022,,
D,Google Analytics,"1,40,230",ABC,28-05-2024 23:25,2025,,
A,SEO,"1,40,273",ABC,02-05-2024 15:06,2015,,
A,Python,"1,40,332",ABC,07-05-2024 12:12,2002,,
A,Python,"41,76,287",XYZ,19-05-2024 22:10,2028,,
M,Python,"1,40,478",EFG,14-05-2024 01:55,2007,,
F,Python,"1,40,505",EFG,04-05-2024 00:11,2029,,
I,Python,"1,40,541",ABC,18-05-2024 09:58,2005,,
E,Google Analytics,"1,40,609",ABC,06-05-2024 12:38,2020,,
H,Python,"1,40,679",ABC,21-05-2024 17:56,2010,,
M,Python,"1,40,756",EFG,16-05-2024 10:22,2013,,
I,SEO,"1,40,762",ABC,14-05-2024 00:13,2016,,
A,Python,"1,40,781",ABC,10-05-2024 02:30,2028,,
C,Google Analytics,"1,40,788",ABC,27-05-2024 14:02,2006,,
E,Python,"1,40,797",ABC,20-05-2024 04:24,2007,,
A,Google Analytics,"1,40,811",ABC,16-05-2024 07:58,2010,,
H,Python,"1,40,825",ABC,29-05-2024 20:40,2016,,
M,Python,"1,40,859",EFG,05-05-2024 02:33,2018,,
F,Python,"1,40,883",EFG,22-05-2024 09:10,2027,,
F,Python,"1,40,221",EFG,11-05-2024 20:02,2030,,
A,Google Analytics,"1,28,505",ABC,07-05-2024 05:18,2013,,
D,Python,"1,28,607",ABC,12-05-2024 01:49,2006,,
F,Python,"1,28,432",EFG,13-05-2024 18:00,2003,,
A,Google Analytics,"1,32,219",ABC,04-05-2024 22:52,2028,,
A,Python,"1,32,302",ABC,19-05-2024 10:56,2001,,
M,Python,"1,32,616",EFG,11-05-2024 11:53,2003,,
A,Python,"41,45,698",EFG,20-05-2024 04:01,2015,,
A,Python,"1,35,692",ABC,31-05-2024 21:32,2003,,
A,Python,"1,35,809",ABC,11-05-2024 00:35,2008,,
E,Python,"1,37,834",ABC,17-05-2024 04:27,2019,,
A,Google Analytics,"1,37,905",ABC,14-05-2024 12:50,2006,,
A,Python,"1,37,982",ABC,31-05-2024 09:11,2012,,
F,Python,"1,37,875",EFG,11-05-2024 16:53,2007,,
M,Python,"1,29,588",EFG,07-05-2024 02:37,2020,,
F,Python,"1,29,611",EFG,29-05-2024 03:01,2005,,
M,Google Analytics,"1,29,746",EFG,27-05-2024 09:11,2028,,
M,Google Analytics,"1,29,950",EFG,11-05-2024 04:21,2007,,
E,Python,"1,29,946",ABC,14-05-2024 13:54,2003,,
A,SEO,"1,29,224",ABC,13-05-2024 18:56,2011,,
H,Google Analytics,"41,33,180",EFG,01-05-2024 23:59,2016,,
A,Python,"1,29,526",ABC,20-05-2024 22:25,2030,,
H,Google Analytics,"1,28,642",ABC,30-05-2024 02:31,2014,,
M,Google Analytics,"1,28,665",LMN,09-05-2024 11:43,2002,,
M,Google Analytics,"1,28,756",EFG,10-05-2024 12:13,2002,,
M,Python,"1,28,708",EFG,22-05-2024 18:41,2015,,
A,Python,"1,28,848",ABC,03-05-2024 08:53,2013,,
M,Google Analytics,"1,29,009",EFG,14-05-2024 02:20,2029,,
A,Python,"1,37,783",ABC,16-05-2024 06:40,2030,,
M,Python,"1,34,544",EFG,10-05-2024 17:56,2007,,
A,SEO,"1,34,627",ABC,20-05-2024 05:04,2025,,
F,Python,"1,34,736",EFG,31-05-2024 20:22,2015,,
D,Python,"1,33,772",ABC,18-05-2024 11:25,2013,,
G,Google Analytics,"1,33,837",ABC,31-05-2024 13:45,2002,,
G,Python,"1,33,992",ABC,23-05-2024 11:26,2000,,
A,Google Analytics,"41,43,011",EFG,25-05-2024 01:53,2008,,
A,Google Analytics,"1,32,569",ABC,07-05-2024 07:56,2001,,
D,SEO,"1,32,512",ABC,07-05-2024 13:29,2010,,
D,Python,"1,31,703",ABC,22-05-2024 18:22,2029,,
A,SEO,"1,30,927",ABC,09-05-2024 15:42,2021,,
K,Google Analytics,"1,37,075",ABC,05-05-2024 14:10,2016,,
C,Google Analytics,"1,36,225",ABC,18-05-2024 03:56,2006,,
D,Python,"1,36,271",ABC,26-05-2024 09:45,2029,,
A,Python,"1,36,309",ABC,15-05-2024 10:01,2023,,
M,Python,"1,36,624",EFG,17-05-2024 15:46,2028,,
M,Python,"1,36,725",LMN,16-05-2024 08:42,2006,,
A,SEO,"1,36,403",ABC,23-05-2024 10:14,2025,,
M,Python,"1,36,424",EFG,17-05-2024 19:36,2026,,
D,Google Analytics,"1,36,441",ABC,15-05-2024 22:34,2016,,
A,Python,"41,47,500",EFG,31-05-2024 18:35,2007,32149,01-06-2024 18:35
A,Google Analytics,"1,31,938",ABC,10-05-2024 12:10,2014,,
A,Google Analytics,"1,32,113",ABC,17-05-2024 15:30,2024,,
H,Python,"1,31,834",ABC,11-05-2024 08:10,2002,,
F,Python,"1,31,860",EFG,20-05-2024 21:26,2008,,
D,Python,"1,32,082",ABC,26-05-2024 15:04,2023,,
M,Google Analytics,"1,32,102",EFG,03-05-2024 23:21,2018,,
C,Python,"1,33,825",ABC,28-05-2024 02:04,2017,,
F,Python,"1,34,141",EFG,01-05-2024 20:27,2004,,
A,Google Analytics,"1,31,887",ABC,26-05-2024 07:26,2002,,
M,Google Analytics,"1,32,623",EFG,31-05-2024 18:14,2011,,
F,Python,"1,32,431",EFG,30-05-2024 08:46,2011,,
D,Python,"1,32,499",ABC,22-05-2024 18:28,2000,,
F,Python,"1,28,529",EFG,16-05-2024 23:37,2010,,
A,Python,"1,28,557",ABC,08-05-2024 05:19,2022,,
A,SEO,"1,28,566",ABC,10-05-2024 14:53,2008,,
A,Python,"1,28,291",ABC,22-05-2024 14:04,2012,,
A,Python,"1,28,341",ABC,02-05-2024 12:17,2011,,
D,Google Analytics,"1,28,377",ABC,28-05-2024 12:58,2022,,
A,Google Analytics,"1,33,269",ABC,17-05-2024 07:10,2003,,
A,Google Analytics,"1,33,558",ABC,02-05-2024 19:21,2030,,
D,SEO,"1,33,549",ABC,20-05-2024 07:03,2002,,
M,Python,"1,33,345",EFG,26-05-2024 09:41,2014,,
A,Google Analytics,"1,33,719",ABC,26-05-2024 20:07,2013,,
H,Python,"1,33,282",ABC,24-05-2024 23:27,2007,,
F,Python,"1,37,213",EFG,20-05-2024 04:28,2019,,
B,Python,"41,69,377",EFG,06-05-2024 13:34,2017,32149,16-05-2024 13:34
A,Google Analytics,"1,36,909",ABC,24-05-2024 11:16,2011,,
A,Google Analytics,"1,36,952",ABC,31-05-2024 15:41,2029,,
D,Python,"1,36,963",ABC,06-05-2024 17:06,2004,,
A,Google Analytics,"1,36,840",ABC,21-05-2024 23:03,2016,,
D,SEO,"1,36,854",ABC,09-05-2024 02:04,2028,,
A,Google Analytics,"1,37,204",ABC,09-05-2024 12:41,2029,,
A,Google Analytics,"1,36,819",ABC,24-05-2024 08:55,2002,,
A,Python,"1,37,810",ABC,04-05-2024 07:27,2011,,
G,Python,"1,38,003",ABC,30-05-2024 11:50,2027,,
C,SEO,"1,34,501",ABC,13-05-2024 03:19,2028,,
M,Python,"1,34,777",EFG,31-05-2024 21:35,2018,,
A,Google Analytics,"1,34,398",ABC,17-05-2024 23:12,2018,,
A,Google Analytics,"1,33,773",ABC,15-05-2024 06:08,2015,,
A,Python,"1,32,501",ABC,28-05-2024 00:31,2006,,
G,SEO,"1,33,264",ABC,31-05-2024 07:00,2012,,
C,Google Analytics,"1,33,255",ABC,19-05-2024 23:44,2002,,
D,SEO,"1,33,268",ABC,04-05-2024 04:47,2004,,
A,SEO,"1,33,441",ABC,25-05-2024 07:49,2027,,
A,Python,"1,33,448",ABC,14-05-2024 14:16,2011,,
A,Python,"1,28,952",ABC,12-05-2024 11:28,2023,,
A,Google Analytics,"1,28,990",ABC,12-05-2024 21:49,2012,,
M,Google Analytics,"1,28,314",EFG,11-05-2024 06:11,2010,,
M,Google Analytics,"1,28,340",LMN,03-05-2024 02:16,2023,,
A,Python,"41,31,197",EFG,30-05-2024 05:48,2001,32149,31-05-2024 05:48
A,Google Analytics,"1,32,286",ABC,11-05-2024 04:41,2009,,
A,Python,"1,35,791",ABC,09-05-2024 17:54,2010,,
A,Google Analytics,"1,38,408",ABC,02-05-2024 15:36,2022,31611,26-05-2024 15:36
G,SEO,"1,37,820",ABC,14-05-2024 07:46,2028,,
A,SEO,"1,37,850",ABC,11-05-2024 01:43,2028,,
E,Python,"1,29,792",ABC,02-05-2024 13:00,2012,,
A,Python,"1,29,818",ABC,03-05-2024 02:31,2028,,
M,Google Analytics,"1,29,921",EFG,27-05-2024 11:39,2002,,
M,Python,"1,29,089",EFG,29-05-2024 19:07,2019,,
D,Google Analytics,"1,29,090",ABC,27-05-2024 09:00,2011,,
M,Python,"1,29,485",EFG,30-05-2024 03:35,2028,,
A,Python,"1,29,276",ABC,14-05-2024 21:46,2028,,
A,Python,"1,29,213",ABC,22-05-2024 05:15,2008,,
F,Python,"1,29,255",EFG,15-05-2024 11:39,2008,,
A,Python,"1,28,637",ABC,14-05-2024 10:38,2003,,
M,SEO,"1,28,663",EFG,02-05-2024 06:04,2000,,
M,Python,"1,28,630",EFG,30-05-2024 03:31,2020,,
A,Python,"1,28,652",ABC,23-05-2024 23:27,2005,,
C,Python,"1,28,954",ABC,19-05-2024 16:22,2002,,
F,Python,"1,28,691",EFG,07-05-2024 16:15,2003,,
A,Python,"1,28,771",ABC,27-05-2024 01:55,2018,,
A,Python,"1,28,798",ABC,27-05-2024 06:52,2012,,
A,Python,"41,33,078",XYZ,30-05-2024 01:10,2028,,
M,Python,"1,28,915",EFG,20-05-2024 04:51,2018,,
A,Python,"1,28,955",ABC,03-05-2024 17:06,2013,,
D,SEO,"41,31,244",EFG,07-05-2024 02:48,2022,,
F,Python,"1,28,918",EFG,29-05-2024 03:16,2002,,
A,SEO,"1,29,015",ABC,23-05-2024 18:57,2020,34265,27-05-2024 18:57
A,Python,"1,28,250",ABC,04-05-2024 12:45,2007,,
A,Python,"1,30,826",ABC,16-05-2024 08:55,2013,,
A,Python,"1,30,891",ABC,13-05-2024 10:52,2011,,
M,Google Analytics,"1,30,838",EFG,02-05-2024 16:51,2016,,
A,Python,"1,30,875",ABC,16-05-2024 20:31,2017,,
A,SEO,"1,30,597",ABC,08-05-2024 08:23,2016,,
M,Python,"1,30,605",EFG,30-05-2024 13:28,2030,,
A,Google Analytics,"1,32,332",ABC,04-05-2024 06:41,2001,,
D,Google Analytics,"1,32,497",ABC,22-05-2024 01:02,2008,,
A,Python,"41,42,921",EFG,15-05-2024 23:47,2012,32149,27-05-2024 23:47
A,Google Analytics,"1,33,830",ABC,07-05-2024 18:23,2018,31611,18-05-2024 18:23
A,Google Analytics,"41,55,561",EFG,14-05-2024 10:30,2019,,
A,Python,"1,34,059",ABC,10-05-2024 02:50,2021,,
M,Python,"1,33,910",EFG,03-05-2024 12:48,2018,,
A,SEO,"1,33,940",ABC,31-05-2024 17:09,2005,,
C,Google Analytics,"1,34,107",ABC,03-05-2024 13:30,2024,,
A,Python,"1,34,198",ABC,27-05-2024 09:26,2005,,
D,Python,"1,29,567",ABC,13-05-2024 03:02,2005,,
D,Google Analytics,"1,29,539",ABC,02-05-2024 01:54,2002,,
A,SEO,"1,31,238",ABC,30-05-2024 01:48,2001,,
M,Python,"1,31,075",EFG,24-05-2024 20:33,2027,,
D,Python,"1,31,192",ABC,05-05-2024 23:11,2003,,
A,Google Analytics,"1,30,963",ABC,01-05-2024 12:00,2001,,
A,Python,"1,31,077",ABC,29-05-2024 00:44,2009,,
M,Google Analytics,"1,31,121",EFG,20-05-2024 03:44,2004,,
A,SEO,"1,31,189",ABC,16-05-2024 01:53,2028,,
A,SEO,"1,31,244",ABC,05-05-2024 12:17,2028,,
M,Google Analytics,"1,31,146",LMN,21-05-2024 10:35,2018,,
C,Google Analytics,"1,30,554",ABC,17-05-2024 12:28,2026,,
D,Google Analytics,"1,30,635",ABC,12-05-2024 08:13,2010,,
A,Python,"1,30,488",ABC,25-05-2024 06:36,2024,,
C,Python,"1,30,648",ABC,28-05-2024 17:48,2027,,
F,Python,"1,30,779",EFG,05-05-2024 04:00,2002,,
C,Python,"1,30,503",ABC,24-05-2024 00:34,2030,,
M,Python,"1,30,611",EFG,07-05-2024 20:04,2024,,
M,Google Analytics,"1,30,688",EFG,12-05-2024 09:22,2000,,
M,SEO,"1,30,580",EFG,10-05-2024 15:37,2011,,
A,Python,"1,30,581",ABC,26-05-2024 20:52,2000,,
M,Python,"1,30,622",EFG,17-05-2024 10:38,2023,,
M,Python,"1,30,754",EFG,28-05-2024 15:59,2019,,
F,Python,"1,32,306",EFG,22-05-2024 18:42,2015,,
M,Python,"1,32,427",LMN,24-05-2024 07:54,2019,,
M,Python,"1,32,554",EFG,20-05-2024 07:35,2012,,
A,SEO,"1,32,563",ABC,09-05-2024 02:33,2026,,
F,Python,"1,32,393",EFG,28-05-2024 13:54,2011,,
M,Google Analytics,"1,33,792",LMN,22-05-2024 09:49,2002,,
G,Python,"1,33,969",ABC,28-05-2024 07:52,2007,,
A,Python,"1,33,974",ABC,15-05-2024 13:41,2029,,
A,Python,"1,34,160",ABC,12-05-2024 16:38,2016,,
G,Python,"1,34,200",ABC,28-05-2024 12:10,2008,,
A,Python,"1,34,202",ABC,06-05-2024 23:23,2021,,
H,Python,"1,33,875",ABC,12-05-2024 10:15,2000,,
A,Python,"1,34,112",ABC,30-05-2024 11:15,2004,,
D,Python,"1,34,115",ABC,02-05-2024 09:04,2015,,
D,Python,"1,34,227",ABC,09-05-2024 15:20,2017,,
M,Python,"1,34,255",EFG,12-05-2024 06:55,2003,,
A,Python,"1,34,095",ABC,28-05-2024 17:22,2024,,
A,Python,"1,34,256",ABC,13-05-2024 15:57,2020,,
A,Python,"1,34,279",ABC,13-05-2024 05:09,2020,,
A,Python,"1,29,559",ABC,04-05-2024 07:26,2017,,
A,Python,"1,35,485",ABC,04-05-2024 20:52,2024,,
M,Google Analytics,"1,35,490",EFG,06-05-2024 11:17,2023,,
A,Python,"1,35,543",ABC,03-05-2024 16:24,2028,,
C,SEO,"1,35,555",ABC,23-05-2024 23:05,2030,,
A,Python,"1,35,584",ABC,08-05-2024 19:40,2016,,
C,Python,"1,35,351",ABC,22-05-2024 19:17,2021,,
D,Python,"1,35,350",ABC,10-05-2024 03:42,2025,,
F,Python,"1,35,416",EFG,16-05-2024 01:07,2023,,
F,Python,"1,35,428",EFG,01-05-2024 06:50,2009,,
G,SEO,"1,34,799",ABC,22-05-2024 13:51,2016,,
M,Python,"1,34,987",EFG,30-05-2024 15:40,2019,,
D,SEO,"1,33,550",ABC,21-05-2024 20:15,2020,,
A,Python,"41,54,491",EFG,21-05-2024 15:30,2008,32149,27-05-2024 15:30
A,Python,"1,33,667",ABC,22-05-2024 13:29,2010,,
A,Python,"1,32,747",ABC,03-05-2024 08:43,2028,,
D,Python,"1,32,713",ABC,14-05-2024 14:56,2018,,
A,Python,"1,32,704",ABC,21-05-2024 04:55,2024,,
D,Google Analytics,"1,32,886",ABC,25-05-2024 21:39,2016,,
H,Python,"1,33,088",ABC,08-05-2024 03:01,2013,,
A,Google Analytics,"1,33,229",ABC,07-05-2024 03:36,2025,,
M,Python,"1,32,966",EFG,24-05-2024 03:34,2024,,
A,SEO,"1,33,055",ABC,18-05-2024 02:08,2005,,
H,SEO,"1,33,161",ABC,13-05-2024 07:10,2008,,
F,Python,"1,30,033",EFG,13-05-2024 20:20,2020,,
D,Python,"1,38,083",ABC,10-05-2024 07:13,2025,,
A,Python,"1,38,106",ABC,09-05-2024 08:38,2022,,
A,Python,"1,38,109",ABC,13-05-2024 19:08,2028,,
M,Python,"1,38,138",LMN,26-05-2024 08:24,2014,,
A,Python,"41,76,293",XYZ,27-05-2024 09:08,2020,,
A,SEO,"1,38,174",ABC,01-05-2024 06:25,2021,,
A,SEO,"1,38,195",ABC,24-05-2024 01:04,2018,,
D,Google Analytics,"1,38,034",ABC,09-05-2024 14:59,2012,,
G,Python,"1,38,072",ABC,26-05-2024 13:48,2024,,
A,Python,"1,38,150",ABC,04-05-2024 08:12,2028,,
M,Google Analytics,"1,38,189",LMN,07-05-2024 03:13,2028,,
A,Python,"1,38,205",ABC,08-05-2024 10:33,2027,,
A,Google Analytics,"1,38,210",ABC,05-05-2024 02:19,2029,,
A,Google Analytics,"41,82,497",XYZ,02-05-2024 03:43,2013,,
F,Python,"1,39,736",EFG,29-05-2024 19:27,2006,,
A,Python,"1,39,742",ABC,06-05-2024 11:06,2003,,
A,Python,"1,39,745",ABC,20-05-2024 22:31,2018,,
F,Python,"1,39,766",EFG,05-05-2024 06:17,2007,,
A,Python,"1,39,792",ABC,24-05-2024 13:15,2025,,
M,Python,"1,39,802",EFG,05-05-2024 12:45,2027,,
A,Python,"1,39,808",ABC,14-05-2024 09:05,2011,,
A,Python,"1,39,882",ABC,31-05-2024 19:20,2000,,
A,Google Analytics,"1,39,942",ABC,16-05-2024 14:49,2012,,
M,Python,"1,40,004",LMN,27-05-2024 03:25,2011,,
D,Python,"1,40,031",ABC,17-05-2024 15:03,2003,,
A,Python,"1,40,050",ABC,09-05-2024 16:44,2010,,
H,Python,"1,39,749",ABC,25-05-2024 14:36,2029,,
D,Python,"1,39,805",ABC,11-05-2024 22:48,2006,,
A,Python,"1,39,836",ABC,04-05-2024 02:16,2023,,
F,Python,"1,39,916",EFG,29-05-2024 20:38,2011,,
D,Python,"1,39,925",ABC,11-05-2024 19:34,2016,,
F,Python,"1,40,026",EFG,12-05-2024 23:35,2005,,
F,Python,"1,40,090",EFG,02-05-2024 14:04,2002,,
A,Python,"1,40,105",ABC,05-05-2024 09:05,2030,,
E,Python,"1,39,750",ABC,19-05-2024 17:38,2012,,
B,Python,"41,34,546",XYZ,15-05-2024 14:50,2017,32149,29-05-2024 14:50
A,Python,"1,39,844",ABC,26-05-2024 01:05,2001,,
A,Python,"40,48,944",EFG,22-05-2024 19:19,2001,,
